id;source;display_name;extras_fim_vigencia;extras_fim_implantacao;extras_inicio_vigencia;extras_laboratorio;extras_apresentacao
"90371704";"tuss-20";"PARACETAMOL + FOSFATO DE CODEÍNA";"-";"2018-03-31";"2018-01-01";"EUROFARMA LABORATÓRIOS S.A.";"500MG + 30MG COM CT BL AL PVC/PCTFE TRANS X 24"
"90461789";"tuss-20";"DVITTA";"-";"2020-08-31";"2020-06-01";"PRATI DONADUZZI & CIA LTDA";"1000 UI CAP MOLE CT BL AL PLAS PVDC TRANS X 90"
"90374754";"tuss-20";"IBUFRAN";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"600 MG CAP GEL CT BL AL PLAS TRANS X 20"
"90458796";"tuss-20";"ORLISTATE";"-";"2020-08-31";"2020-06-01";"RANBAXY FARMACÊUTICA LTDA";"120 MG CAP DURA CT BL AL PLAS PVC/PE/PVDC TRANS X 30"
"90461770";"tuss-20";"DVITTA";"-";"2020-08-31";"2020-06-01";"PRATI DONADUZZI & CIA LTDA";"50000 UI CAP MOLE CT BL AL PLAS PVDC TRANS X 4"
"90371690";"tuss-20";"PACO";"-";"2017-07-09";"2017-04-10";"EUROFARMA LABORAT¿IOS S.A.";"500MG + 30MG COM CT BL AL PVC/PCTFE TRANS X 36"
"90374746";"tuss-20";"PULMOFLUX";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"0,4 MG/ML XPE CT 50 FR VD AMB X 100 ML (EMB HOSP) + 50 CP MED"
"90371682";"tuss-20";"PARACETAMOL + FOSFATO DE CODEÍNA";"-";"2017-07-09";"2017-04-10";"EUROFARMA LABORAT¿IOS S.A.";"500MG + 30MG COM CT BL AL PVC/PCTFE TRANS X 36"
"90458788";"tuss-20";"PEMETREXEDE DISSÓDICO HEPTAIDRATADO";"-";"2020-08-31";"2020-06-01";"LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA";"500 MG PO LIOF SOL INJ IV CT FA VD TRANS X 50 ML"
"90461762";"tuss-20";"DVITTA";"-";"2020-08-31";"2020-06-01";"PRATI DONADUZZI & CIA LTDA";"7000 UI CAP MOLE CT BL AL PLAS PVDC TRANS X 30"
"90374738";"tuss-20";"PULMOFLUX";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"0,4 MG/ML XPE CT FR VD AMB X 100 ML + CP MED"
"90461754";"tuss-20";"DVITTA";"-";"2020-08-31";"2020-06-01";"PRATI DONADUZZI & CIA LTDA";"1000 UI CAP MOLE CT BL AL PLAS PVDC TRANS X 30"
"90374720";"tuss-20";"DRAMAVIT";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"100 MG COM CT BL AL PLAS TRANS X 400 "
"90461746";"tuss-20";"CLONAZEPAM";"-";"2020-08-31";"2020-06-01";"RANBAXY FARMACÊUTICA LTDA";"2 MG COM CT BL AL PLAS TRANS X 1000"
"90374711";"tuss-20";"AZITROMICINA DI-HIDRATADA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"600MG PO PREP EXTEMP CT FR VD AMB X 15 ML + FR DIL X 11,5ML"
"90461738";"tuss-20";"CLORIDRATO DE CICLOBENZAPRINA";"-";"2020-08-31";"2020-06-01";"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA";"10 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 90 ( EMB FRAC )"
"90374703";"tuss-20";"AZITROMICINA DI-HIDRATADA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"900MG PO PREP EXTEMP CT FR VD AMB X 22,5 ML + FR DIL X 17ML"
"90461720";"tuss-20";"DEXAMETRAT";"-";"2020-08-31";"2020-06-01";"LABORATÓRIO GLOBO LTDA";"1 MG/G CREM DERM CT BG AL X 10 G "
"90374690";"tuss-20";"NEO TIONAZOL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"10 MG/G CREM DERM CT BG PLAS OPC X 30G"
"90461711";"tuss-20";"LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA";"-";"2020-08-31";"2020-06-01";"GEOLAB INDÚSTRIA FARMACÊUTICA S/A";"(50,0 +12,5) MG COM REV CT BL AL PLAS PVC OPC X 30"
"90374681";"tuss-20";"OUVIDONAL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"25 MG/ML + 30 MG/ML SOL OTO CT FR PLAS OPC GOT X 10 ML"
"90461703";"tuss-20";"LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA";"-";"2020-08-31";"2020-06-01";"GEOLAB INDÚSTRIA FARMACÊUTICA S/A";"(100,0 + 25,0) MG COM REV CT BL AL PLAS PVC OPC X 30"
"90374673";"tuss-20";"OLANZAPINA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"10 MG COM REV CT BL AL PLAS TRANS X 30"
"90461690";"tuss-20";"TRANEGER";"-";"2020-08-31";"2020-06-01";"GERMED FARMACEUTICA LTDA";"250 MG COM CT BL AL PLAS OPC X 24"
"90374665";"tuss-20";"OLANZAPINA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"5 MG COM REV CT BL AL PLAS TRANS X 30"
"90461681";"tuss-20";"TRANEGER";"-";"2020-08-31";"2020-06-01";"GERMED FARMACEUTICA LTDA";"250 MG COM CT BL AL PLAS OPC X 12"
"90371674";"tuss-20";"PACO";"-";"2017-07-09";"2017-04-10";"EUROFARMA LABORAT¿IOS S.A.";"500MG + 30MG COM CT BL AL PVC/PCTFE TRANS X 24"
"90374657";"tuss-20";"OLANZAPINA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"2,5MG COM REV CT BL AL PLAS TRANS X 30"
"90461673";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"300 MCG COM CT BL AL AL X 30"
"90458770";"tuss-20";"PEMETREXEDE DISSÓDICO HEPTAIDRATADO";"-";"2020-08-31";"2020-06-01";"LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA";"100 MG PO LIOF SOL INJ IV CT FA VD TRANS X 13 ML"
"90374649";"tuss-20";"CLORIDRATO DE DOPAMINA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"5 MG/ML SOL INJ CX 50 AMP VD AMB X 10 ML (EMB HOSP)"
"90371666";"tuss-20";"PACO";"-";"2017-07-09";"2017-04-10";"EUROFARMA LABORAT¿IOS S.A.";"500MG + 30MG COM CT BL AL PVC/PCTFE TRANS X 12"
"90461665";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"62,5 MCG COM CT BL AL AL X 30 "
"90458761";"tuss-20";"VITERGAN ZINCO";"-";"2020-08-31";"2020-06-01";"MARJAN INDÚSTRIA E COMÉRCIO LTDA";"COM REV CT BL AL PLAS TRANS X 30"
"90374630";"tuss-20";"NASOFELIN";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"1 MG/ML SOL NAS CT FR PLAS OPC GOT X 10 ML"
"90461657";"tuss-20";"BESILATO DE ANLODIPINO";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"10 MG COM CT BL AL PLAS AMB X 60"
"90371658";"tuss-20";"DAISAN";"-";"2017-07-09";"2017-04-10";"DAIICHI SANKYO BRASIL FARMAC¿TICA LTDA";"37,5 MG + 325 MG COM REV CT BL AL PLAS TRANS X 20"
"90374622";"tuss-20";"NASOFELIN";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 10 ML"
"90458753";"tuss-20";"ANDROSTEN";"-";"2020-08-31";"2020-06-01";"HERBARIUM LABORATORIO BOTANICO LTDA";"280 MG COM REV CT BL AL PLAS INC X 10"
"90461649";"tuss-20";"BESILATO DE ANLODIPINO";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"10 MG COM CT BL AL PLAS AMB X 20"
"90371640";"tuss-20";"DAISAN";"-";"2017-07-09";"2017-04-10";"DAIICHI SANKYO BRASIL FARMAC¿TICA LTDA";"37,5 MG + 325 MG COM REV CT BL AL PLAS TRANS X 10"
"90374614";"tuss-20";"TERMOPIRONA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML"
"90458745";"tuss-20";"ANDROSTEN";"-";"2020-08-31";"2020-06-01";"HERBARIUM LABORATORIO BOTANICO LTDA";"280 MG COM REV CT BL AL PLAS INC X 15"
"90461630";"tuss-20";"BESILATO DE ANLODIPINO";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"5 MG COM CT BL AL PLAS AMB X 60"
"90371631";"tuss-20";"DAISAN";"-";"2017-07-09";"2017-04-10";"DAIICHI SANKYO BRASIL FARMAC¿TICA LTDA";"37,5 MG + 325 MG COM REV CT BL AL PLAS TRANS X 4"
"90374606";"tuss-20";"TERMOPIRONA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"500  MG/ML SOL OR  CT  FR PLAS OPC GOT X 10 ML ( SABOR LARANJA)"
"90458737";"tuss-20";"METAMUCIL";"-";"2020-08-31";"2020-06-01";"PROCTER & GAMBLE DO BRASIL LTDA";"0,562 G/G PO SOL FR PLAS OPC X 174 G (LARANJA SEM AÇUCAR)"
"90461622";"tuss-20";"BESILATO DE ANLODIPINO";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"5 MG COM CT BL AL PLAS AMB X 20"
"90371623";"tuss-20";"PARACETAMOL + CAFEÍNA";"-";"2017-07-09";"2019-10-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"500 MG + 65 MG COM REV CT BL AL PLAS INC X 20"
"90461614";"tuss-20";"BESILATO DE ANLODIPINO";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"10 MG COM CT BL AL PLAS AMB X 30 "
"90458729";"tuss-20";"PRALUENT";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"150 MG/ML SOL INJ CT 6 SER PREENC VD TRANS X 1,0 ML X 6 CAN APLIC"
"90374592";"tuss-20";"CLOTRIMAZOL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"10 MG/G CREM DERM CT BG AL X 20 G"
"90371615";"tuss-20";"FLUXOCOR ANLO";"-";"2017-07-09";"2019-10-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"40 MG + 5 MG COM REV CT BL AL/AL X 30"
"90461606";"tuss-20";"BESILATO DE ANLODIPINO";"-";"2020-08-31";"2020-06-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"5 MG COM CT BL AL PLAS AMB X 30  "
"90458710";"tuss-20";"PRALUENT";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"150 MG/ML SOL INJ CT 2 SER PREENC VD TRANS X 1,0 ML X 2 CAN APLIC"
"90374584";"tuss-20";"CLOTRIMAZOL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"10 MG /G CREM VAG CT BG AL X 35 G + 6 APLIC "
"90371607";"tuss-20";"OLMY ANLO";"-";"2017-07-09";"2017-04-10";"EMS SIGMA PHARMA LTDA";"40 MG + 5 MG COM REV CT BL AL/AL X 30"
"90461592";"tuss-20";"FUMARATO DE TENOFOVIR DESOPROXILA+LAMIVUDINA";"-";"2020-08-31";"2020-06-01";"FUNDAÇÃO OSWALDO CRUZ";"(300 + 300) MG COM REV CX 35 FR PLAS OPC X 30 "
"90458702";"tuss-20";"PRALUENT";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"150 MG/ML SOL INJ CT 1 SER PREENC VD TRANS X 1,0 ML X 1 CAN APLIC"
"90374576";"tuss-20";"FINASTEC";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"5 MG COM REV CT BL AL PLAS TRANS X 30"
"90371593";"tuss-20";"OLMY ANLO";"-";"2017-07-09";"2017-04-10";"EMS SIGMA PHARMA LTDA";"40 MG + 5 MG COM REV CT BL AL/AL X 10"
"90461584";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"37,5 MCG COM CT BL AL AL X 30 "
"90371585";"tuss-20";"FLUXOCOR ANLO";"-";"2017-07-09";"2019-10-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"20 MG + 5 MG COM REV CT BL AL/AL X 30"
"90374568";"tuss-20";"SIMETICONA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML "
"90458699";"tuss-20";"PRALUENT";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"75 MG/ML SOL INJ CT 6 SER PREENC VD TRANS X 1,0 ML X 6 CAN APLIC"
"90461576";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"12,5 MCG COM CT BL AL AL X 30"
"90371577";"tuss-20";"OLMY ANLO";"-";"2017-07-09";"2017-04-10";"EMS SIGMA PHARMA LTDA";"20 MG + 5 MG COM REV CT BL AL/AL X 30"
"90374550";"tuss-20";"GESTRADIOL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"0,15 MG + 0,03 MG COM CT BL AL PLAS TRANS X 21 "
"90458680";"tuss-20";"PRALUENT";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"75 MG/ML SOL INJ CT 2 SER PREENC VD TRANS X 1,0 ML X 2 CAN APLIC"
"90461568";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"200 MCG COM CT BL AL PLAS TRANS X 28"
"90371569";"tuss-20";"OLMY ANLO";"-";"2017-07-09";"2017-04-10";"EMS SIGMA PHARMA LTDA";"20 MG + 5 MG COM REV CT BL AL/AL X 10"
"90374541";"tuss-20";"CLORIDRATO DE DOBUTAMINA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"250 MG / 20 ML SOL INJ CT AMP VD INC X 20 ML "
"90458672";"tuss-20";"VITERGAN ZINCO";"-";"2020-08-31";"2020-06-01";"MARJAN INDÚSTRIA E COMÉRCIO LTDA";"COM REV CT BL AL PLAS TRANS X 30"
"90461550";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"112 MCG COM CT BL AL PLAS TRANS X 28"
"90371550";"tuss-20";"FLUXOCOR ANLO";"-";"2017-07-09";"2019-10-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"40 MG + 10 MG COM REV CT BL AL/AL X 30"
"90374533";"tuss-20";"CLORIDRATO DE DOBUTAMINA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"250 MG/20 ML SOL INJ CT 10 AMP VD INC X 20 ML "
"90458664";"tuss-20";"VITERGAN MASTER";"-";"2020-08-31";"2020-06-01";"MARJAN INDÚSTRIA E COMÉRCIO LTDA";"CAP MOLE CT BL AL PLAS TRANS X 10 "
"90461541";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"88 MCG COM CT BL AL PLAS TRANS X 28"
"90371542";"tuss-20";"OLMY ANLO";"-";"2017-07-09";"2017-04-10";"EMS SIGMA PHARMA LTDA";"40 MG + 10 MG COM REV CT BL AL/AL X 30"
"90374525";"tuss-20";"BRONDYNEO";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"5 MG / ML XPE CT FR VD AMB X 120 ML + COP"
"90458656";"tuss-20";"ANDROSTEN";"-";"2020-08-31";"2020-06-01";"HERBARIUM LABORATORIO BOTANICO LTDA";"94 MG COM REV CT BL AL PLAS TRANS X 30"
"90461533";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"175 MCG COM CT BL AL PLAS TRANS X 28"
"90371526";"tuss-20";"MICOFENOLATO DE MOFETILA";"-";"2017-07-09";"2017-04-10";"CRIST¿LIA PRODUTOS QU¿ICOS FARMAC¿TICOS LTDA.";"500 MG COM REV CT BL AL PLAS TRANS X 500"
"90374517";"tuss-20";"BRONDYNEO";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"10 MG/ ML XPE CT FR VD AMB X 120 ML + COP"
"90458648";"tuss-20";"ANDROSTEN";"-";"2020-08-31";"2020-06-01";"HERBARIUM LABORATORIO BOTANICO LTDA";"94 MG COM REV CT BL AL PLAS TRANS X 15"
"90461525";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"150 MCG COM CT BL AL PLAS TRANS X 28"
"90371518";"tuss-20";"DIMETICONA + METILBROMETO DE HOMATROPINA";"-";"2017-07-09";"2019-10-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"80 MG/ML + 2,5 MG/ML EMU OR CT FR PLAS OPC GOT X 20 ML "
"90374509";"tuss-20";"CLANISTIL";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"0,25 MG/ ML + 3 MG/ML SOL OFT CT FR PLAS OPC GOT X 15 ML "
"90458630";"tuss-20";"HEPALIVE S.O.";"-";"2020-08-31";"2020-06-01";"HERBARIUM LABORATORIO BOTANICO LTDA";"0,25 ML/ML SOL OR CT FR PET AMB X 120 ML"
"90461517";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"125 MCG COM CT BL AL PLAS TRANS X 28"
"90371496";"tuss-20";"LATONAN";"-";"2017-07-09";"2017-04-10";"EMS S/A";"0,05 MG/ML + 5 MG/ML SOL OFT CT FR GOT PLAS TRANSL X 2,5 ML"
"90374495";"tuss-20";"NEODEX";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"0,1MG/ML ELX CT FR VD AMB X 120ML  "
"90458621";"tuss-20";"PASALIX PI";"-";"2020-08-31";"2020-06-01";"MARJAN INDÚSTRIA E COMÉRCIO LTDA";"500 MG COM REV CT BL AL PLAS INC X 10"
"90374487";"tuss-20";"LORATADINA + SULFATO DE PSEUDOEFEDRINA (PORT 344/98 LISTA D1)";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"1 MG/ ML + 12 MG/ ML XPE CT FR VD AMB X 60 ML + CP MED"
"90371488";"tuss-20";"LATONAN";"-";"2017-07-09";"2017-04-10";"EMS S/A";"0,05 MG/ML + 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 2,5 ML"
"90461509";"tuss-20";"FUMARATO DE TENOFOVIR DESOPROXILA+LAMIVUDINA";"-";"2020-08-31";"2020-06-01";"FUNDAÇÃO OSWALDO CRUZ";"(300 + 300) MG COM REV CX 50 FR PLAS OPC X 30 "
"90458613";"tuss-20";"PASALIX PI";"-";"2020-08-31";"2020-06-01";"MARJAN INDÚSTRIA E COMÉRCIO LTDA";"500 MG COM REV CT BL AL PLAS INC X 30"
"90374479";"tuss-20";"NEO ITRAX";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"100 MG CAP GEL DURA CX BL AL PLAS INC X 500 ( EMB HOSP)"
"90371470";"tuss-20";"BRITENS";"-";"2017-07-09";"2017-04-10";"UNI¿ QU¿ICA FARMAC¿TICA NACIONAL S/A";"2 MG/ML + 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 10 ML"
"90461495";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"100 MCG COM CT BL AL PLAS TRANS X 28"
"90458605";"tuss-20";"PASALIX PI";"-";"2020-08-31";"2020-06-01";"MARJAN INDÚSTRIA E COMÉRCIO LTDA";"500 MG COM REV CT BL AL PLAS INC X 20"
"90374460";"tuss-20";"NEO ITRAX";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"100 MG CAP GEL DURA CT BL AL PLAS INC X 15"
"90371461";"tuss-20";"BRITENS";"-";"2017-07-09";"2017-04-10";"UNI¿ QU¿ICA FARMAC¿TICA NACIONAL S/A";"2 MG/ML + 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML"
"90461487";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"75 MCG COM CT BL AL PLAS TRANS X 28"
"90458591";"tuss-20";"HEDRA EXPEC";"-";"2020-08-31";"2020-06-01";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"7 MG/ML XPE CT FR PLAS AMB X 200 ML + COP"
"90374452";"tuss-20";"CARBOCISTEÍNA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"50 MG/ML XPE CT FR VD AMB X 100 ML + CP MED X 10 ML"
"90461479";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"50 MCG COM CT BL AL PLAS TRANS X 28"
"90371453";"tuss-20";"MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA";"-";"2017-07-09";"2017-04-10";"GERMED FARMACEUTICA LTDA";"0,4 MG/ML + 0,05 MG/ML XPE CT FR PLAS AMB X 120 ML + COP ¿"
"90458583";"tuss-20";"PRALUENT";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"75 MG/ML SOL INJ CT 1 SER PREENC VD TRANS X 1,0 ML X 1 CAN APLIC"
"90374444";"tuss-20";"CARBOCISTEÍNA";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"20 MG/ML XPE CT FR VD AMB X 100 ML + CP MED X 10 ML  "
"90371445";"tuss-20";"MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA";"-";"2017-07-09";"2019-10-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"0,4 MG/ML + 0,05 MG/ML XPE CT FR VD AMB X 120 ML + CP MED X 10 ML"
"90461460";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"25 MCG COM CT BL AL PLAS TRANS X 28"
"90458575";"tuss-20";"HEDRA EXPEC";"-";"2020-08-31";"2020-06-01";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"7 MG/ML XPE CT FR PLAS AMB X 100 ML + COP"
"90374436";"tuss-20";"NEO GENTAMICIN";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"280 MG SOL INJ CT AMP VD TRANS X 2 ML"
"90461452";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"200 MCG COM CT BL AL PLAS TRANS X 30"
"90371437";"tuss-20";"ARADOIS";"-";"2017-07-09";"2017-04-10";"BIOLAB SANUS FARMAC¿TICA LTDA";"50 MG COM REV CT BL AL PLAS INC X 30"
"90374428";"tuss-20";"HECLIVIR";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"50 MG/G CREM DERM CT BG AL X 10 G"
"90458567";"tuss-20";"RAPAMUNE";"-";"2020-08-31";"2020-06-01";"WYETH INDÚSTRIA FARMACÊUTICA LTDA";"1 MG DRG CT BL AL PLAS TRANS X 60 "
"90461444";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"112 MCG COM CT BL AL PLAS TRANS X 30 "
"90371429";"tuss-20";"LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA";"-";"2017-07-09";"2019-10-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"50MG + 12,5MG COM REV CT BL AL PLAS OPC X 60"
"90374410";"tuss-20";"CETILPLEX";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"600MG GRAN CT 16 ENV AL POLIET X 5G"
"90458559";"tuss-20";"FABRAZYME";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"35 MG PÓ LIOF SOL INJ CT FA VD TRANS X 20 ML "
"90461436";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"88 MCG COM CT BL AL PLAS TRANS X 30"
"90371402";"tuss-20";"LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA";"-";"2017-07-09";"2017-04-10";"BIOSINT¿ICA FARMAC¿TICA LTDA";"50 MG + 12,5 MG COM REV CT BL AL PLAS TRANS X 30"
"90458540";"tuss-20";"RENOPRIL";"-";"2020-08-31";"2020-06-01";"BELFAR LTDA";"20 MG COM CT STR X 1000"
"90374401";"tuss-20";"NEOTAFLAN";"-";"2018-03-31";"2018-01-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML"
"90371399";"tuss-20";"LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA";"-";"2017-07-09";"2019-10-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"50MG + 12,5MG COM REV CT BL AL PLAS OPC X 30"
"90458532";"tuss-20";"RENOPRIL";"-";"2020-08-31";"2020-06-01";"BELFAR LTDA";"20 MG COM CT STR X 500"
"90461428";"tuss-20";"PURAN T4";"-";"2020-08-31";"2020-06-01";"SANOFI MEDLEY FARMACÊUTICA LTDA.";"150 MCG COM CT BL AL PLAS TRANS X 30"
